d75e6909-2f08-4bbe-9cd7-d35f1b47accd,Cyndie,Rese,Salesman, Intern
4545559a-b63e-4b5c-bc35-c37421ad838b,Beatriz,Erb,Manager, Intern
b6833257-69c5-4ec2-9bc4-20d6edfc8776,Vevay,Justinn,Manager, PartTime
7b4590f2-17bc-48cf-9874-4ddd9a256778,Brynna,Aprile,Salesman, FullTime
54caecdd-fcb1-47ea-9f91-f68916e8da97,Ethel,Pascia,Salesman, Intern
4d108c90-c39a-4327-a859-5359207d733a,Josephine,Amethist,Manager, Intern
2aea9fbe-78cb-4422-94dd-e11cec98fcc6,Andree,Holtz,EssentialEmployee, Intern
306e1bb8-74c3-44ee-ba68-ca6c62fc6551,Jinny,Crudden,EssentialEmployee, PartTime
4ea0ae5e-1dc5-4240-8c2d-9d4843d545ab,Taffy,Yorick,Accountant, Intern
7557e37f-5fef-446a-9996-ebc3cce3e16d,Molli,Thomasina,EssentialEmployee, Intern
df425ac2-26ac-4e86-8d74-1cfe8267e0f9,Trixi,Laverne,Salesman, FullTime
7c2abf28-76f6-4b5f-88c4-40f3de9b7ad6,Aryn,Kronfeld,EssentialEmployee, Intern
5f23298d-3d8f-498d-8f66-2f91f912ea0e,Marylou,O'Neill,EssentialEmployee, PartTime
3c74bc9e-556e-40c3-8521-fc7a2cdcfede,Jerry,Aprile,EssentialEmployee, FullTime
9fbb60ff-7ff3-4104-9975-64b67b252787,Glynnis,Lymann,Accountant, PartTime
a483afd3-b8a8-46ac-9ade-7a100bf8e55a,Annecorinne,Florina,EssentialEmployee, Intern
2008c01a-f92e-44f9-acae-69d025d5ff07,Ninnetta,Susannah,EssentialEmployee, Intern
0859fb51-fda9-4e4a-b8ce-b01465accea5,Kathi,Naashom,Manager, FullTime
f629c476-d0b4-4465-ba13-ae30ac86607e,Tierney,Florina,Salesman, FullTime
eeb36aa5-45a2-4a73-a49b-749ca128209d,Fanny,Hoenack,Salesman, PartTime
dbfde60d-d9f6-41eb-9180-bb523b6ffa11,Sashenka,Leopold,EssentialEmployee, PartTime
49e80ce5-8d77-418e-ad3d-227db18bf868,Kalina,Therine,Accountant, Intern
521b7896-33b8-448b-89f8-43c36ebc1b7d,Benita,Destinee,Manager, Intern
adf5930c-5197-478b-a2ac-660b70810885,Caressa,Cyrie,Manager, Intern
f7788eed-d226-468c-b2c8-a7fc8a2f2228,Neila,Howlyn,Salesman, PartTime
e0f7b040-9fa4-4c4c-9fe6-4c8fbbba2a06,Lusa,Georas,Accountant, FullTime
889beb4f-4235-4445-8e05-ae74919e2110,Lucy,Dahlia,EssentialEmployee, Intern
7a317ae6-e4b3-4461-a717-4ad8290e465f,Bobinette,Astra,Accountant, PartTime
9d720eb2-c557-4324-a146-7d529d13d185,Amalie,Trinetta,Salesman, Intern
5eaca0c0-7f64-47be-b726-93ea9f053ddd,Rozele,Lumbard,Salesman, Intern
53b235b4-f8eb-46b1-ab94-e7802002686e,Patricia,Hillel,EssentialEmployee, FullTime
f47a8b54-3077-4b3c-a610-24c3cfec41a1,Glynnis,Palocz,EssentialEmployee, PartTime
bbb83659-08fb-4066-893d-1e5a062e8219,Nicoli,Argus,EssentialEmployee, Intern
3c025185-fa51-4df7-9e53-14d0931e6395,Kellen,Infield,EssentialEmployee, PartTime
2bea3591-ae0d-4b8a-9172-6318e45b7e47,Di,Borrell,Salesman, Intern
9d374ce1-cfa7-43f5-8fe7-53da1517f287,Babita,Idelia,Manager, PartTime
40f26206-40d5-48cd-9225-73ebe6ccfc76,Gretal,Frodi,EssentialEmployee, Intern
5a96347a-2faf-4f10-bea5-598847ef8274,Ethel,Juan,Manager, Intern
db06c629-2a25-429b-8a8a-81e3ced2dcc5,Estell,Jotham,Manager, PartTime
961263e9-0dc7-4bc5-b1fa-6c3e3f263d9b,Oona,Faria,Salesman, Intern
039c6484-600a-45d9-8244-835e901bdca0,Babita,Mauer,Accountant, Intern
5fc2c6a1-c922-4a66-be07-17cf0e744720,Sharlene,Screens,EssentialEmployee, PartTime
efe2ff5d-53db-43ba-a035-2d2865438693,Winifred,Jacinda,Salesman, PartTime
51792904-f32b-4351-86ee-83c434138f21,Madeleine,Connelly,Accountant, PartTime
69decbdc-3809-4fed-8abb-0dcf7f1dacfe,Yvonne,Holbrook,EssentialEmployee, Intern
8573dd41-be5f-4d68-9abf-58c79f48a795,Adelle,Azeria,Accountant, FullTime
e948d303-0e1d-4233-9477-c88a8f5675db,Jasmina,Geffner,Manager, Intern
82011ec8-7e5e-4cae-9f14-e0b4c6d49724,Carol-Jean,Clarissa,Accountant, FullTime
dfffcec2-9bd0-4fc0-a5c0-74cbcf90f0f6,Jolyn,Alejoa,Salesman, FullTime
5216df1d-cdb0-4ee5-8f4b-db78758d8c93,Debee,Mauer,Accountant, FullTime
d363907b-b030-4778-be2f-95d0644df4a1,Elora,Grosz,Manager, Intern
3941ff6c-fc76-4c67-acda-92cb3ee6ac9c,Ginnie,Woodberry,EssentialEmployee, FullTime
344bb498-3a5f-476a-947d-1ea9b6494972,Marguerite,Leary,Salesman, Intern
fdd10f9b-812d-4bea-8abc-e9d41c00779d,Bobbi,Himelman,Manager, PartTime
2be4a0a9-b1d0-499d-bb66-84d5ad371008,Georgetta,Bronk,EssentialEmployee, Intern
ca26e174-e5b8-43fc-9460-3b97878a2934,Evita,Euridice,Manager, PartTime
d8eac399-306c-4658-870e-a04385f6f65c,Janey,Connelly,EssentialEmployee, FullTime
68f7c8b7-0df8-43c8-b60b-74574cbde07a,Tatiania,Dorothy,EssentialEmployee, PartTime
8f78d3cf-87d8-49e2-8644-f5b3bd9f689c,Agnese,Gilbertson,Manager, Intern
100ee7c2-619a-474e-8aff-c8b34bd579b3,Sean,Pernick,Manager, Intern
199eddb3-2e2e-4653-8949-3a5aa1859fcb,Misha,Croix,Manager, Intern
bf926af0-2482-47a3-9136-3c48fe583340,Lesly,Mathilde,Manager, Intern
